,location,elevation_m,Lat,Long,state,Date,SWE,Region,Prev_SWE,Delta_SWE
SNOTEL:455_UT_SNTL,Dry Bread Pond,2530.44970703125,41.41289138793945,-111.5376968383789,Utah,2022-11-05,1.7,N_Wasatch,1.0,0.7
SNOTEL:474_UT_SNTL,Farmington,2408.529541015625,40.9746208190918,-111.80975341796876,Utah,2022-11-05,3.6,N_Wasatch,2.3,1.3000000000000003
SNOTEL:481_UT_SNTL,Five Points Lake,3335.426513671875,40.71784973144531,-110.46720886230467,Utah,2022-11-05,1.8,N_Wasatch,0.8,1.0
SNOTEL:484_ID_SNTL,Franklin Basin,2481.072021484375,42.05049896240234,-111.6011962890625,Idaho,2022-11-05,2.3,N_Wasatch,1.8,0.4999999999999998
SNOTEL:493_ID_SNTL,Giveout,2112.263916015625,42.41320037841797,-111.16629791259766,Idaho,2022-11-05,0.0,N_Wasatch,0.0,0.0
SNOTEL:509_WY_SNTL,Hams Fork,2389.632080078125,42.14599990844727,-110.67832946777344,Wyoming,2022-11-05,0.1,N_Wasatch,0.0,0.1
SNOTEL:521_UT_SNTL,Hewinta,2895.60009765625,40.95008850097656,-110.48419189453124,Utah,2022-11-05,0.7,N_Wasatch,0.2,0.49999999999999994
SNOTEL:522_UT_SNTL,Hickerson Park,2780.385498046875,40.90663146972656,-109.9628677368164,Utah,2022-11-05,1.9,N_Wasatch,0.6,1.2999999999999998
SNOTEL:528_UT_SNTL,Hole-in-Rock,2794.406494140625,40.921669006347656,-110.1862335205078,Utah,2022-11-05,1.1,N_Wasatch,0.4,0.7000000000000001
SNOTEL:533_UT_SNTL,Horse Ridge,2499.05517578125,41.313720703125,-111.4462432861328,Utah,2022-11-05,0.8,N_Wasatch,0.8,0.0
SNOTEL:554_WY_SNTL,Kelley R.S.,2493.263916015625,42.26554107666016,-110.80177307128906,Wyoming,2022-11-05,0.9,N_Wasatch,0.9,0.0
SNOTEL:559_UT_SNTL,Kings Cabin,2660.29443359375,40.7163200378418,-109.54400634765624,Utah,2022-11-05,1.0,N_Wasatch,0.4,0.6
SNOTEL:566_UT_SNTL,Lakefork #1,3087.014404296875,40.59709167480469,-110.43315887451172,Utah,2022-11-05,1.2,N_Wasatch,0.6,0.6
SNOTEL:579_UT_SNTL,Lily Lake,2783.73828125,40.86492919921875,-110.79812622070312,Utah,2022-11-05,1.2,N_Wasatch,0.4,0.7999999999999999
SNOTEL:582_UT_SNTL,Little Bear,1995.8304443359373,41.40562057495117,-111.8260726928711,Utah,2022-11-05,0.5,N_Wasatch,0.3,0.2
SNOTEL:596_UT_SNTL,Lookout Peak,2487.472900390625,40.837310791015625,-111.70964813232422,Utah,2022-11-05,2.7,N_Wasatch,1.8,0.9000000000000001
SNOTEL:628_UT_SNTL,Mill-D North,2731.92236328125,40.65882873535156,-111.63683319091795,Utah,2022-11-05,2.0,N_Wasatch,1.2,0.8
SNOTEL:643_UT_SNTL,Mosby Mtn.,2911.75439453125,40.60797882080078,-109.88809967041016,Utah,2022-11-05,2.1,N_Wasatch,1.3,0.8
SNOTEL:684_UT_SNTL,Parleys Summit,2311.907958984375,40.7618408203125,-111.6291732788086,Utah,2022-11-05,2.2,N_Wasatch,1.5,0.7000000000000002
SNOTEL:720_UT_SNTL,Rock Creek,2403.65283203125,40.54875183105469,-110.6929168701172,Utah,2022-11-05,0.6,N_Wasatch,0.0,0.6
SNOTEL:763_UT_SNTL,Smith  Morehouse,2325.9287109375,40.789310455322266,-111.0919189453125,Utah,2022-11-05,1.1,N_Wasatch,0.4,0.7000000000000001
SNOTEL:765_WY_SNTL,Snider Basin,2456.68798828125,42.49489974975586,-110.5320281982422,Wyoming,2022-11-05,0.0,N_Wasatch,0.0,0.0
SNOTEL:790_UT_SNTL,Steel Creek Park,3096.158447265625,40.90861892700195,-110.50462341308594,Utah,2022-11-05,2.4,N_Wasatch,1.6,0.7999999999999998
SNOTEL:795_UT_SNTL,Strawberry Divide,2475.890380859375,40.16482925415039,-111.20664978027344,Utah,2022-11-05,0.8,N_Wasatch,0.6,0.20000000000000007
SNOTEL:814_UT_SNTL,Thaynes Canyon,2813.303955078125,40.62350082397461,-111.53321838378906,Utah,2022-11-05,2.4,N_Wasatch,1.2,1.2
SNOTEL:820_UT_SNTL,Timpanogos Divide,2481.072021484375,40.42816925048828,-111.6163330078125,Utah,2022-11-05,2.5,N_Wasatch,1.4,1.1
SNOTEL:823_UT_SNTL,Tony Grove Lake,2582.875244140625,41.89833068847656,-111.62957000732422,Utah,2022-11-05,2.1,N_Wasatch,1.2,0.9000000000000001
SNOTEL:833_UT_SNTL,Trout Creek,2901.08642578125,40.73899841308594,-109.67279815673828,Utah,2022-11-05,1.1,N_Wasatch,0.5,0.6000000000000001
SNOTEL:896_UT_SNTL,Hardscrabble,2209.800048828125,40.86832809448242,-111.7186508178711,Utah,2022-11-05,1.4,N_Wasatch,1.1,0.2999999999999998
SNOTEL:972_UT_SNTL,Louis Meadow,2042.1600341796875,40.83032989501953,-111.76457214355467,Utah,2022-11-05,1.8,N_Wasatch,1.3,0.5
SNOTEL:992_UT_SNTL,Bear River RS,2675.2294921875,40.88520050048828,-110.82769775390624,Utah,2022-11-05,1.1,N_Wasatch,0.2,0.9000000000000001
SNOTEL:1011_WA_SNTL,MF Nooksack,1514.85595703125,48.82453155517578,-121.92951202392578,Washington,2022-11-05,5.9,N_Cascade,5.2,0.7000000000000002
SNOTEL:1012_WA_SNTL,Swift Creek,1353.31201171875,46.16379928588867,-122.18402099609376,Washington,2022-11-05,1.9,N_Cascade,1.1,0.7999999999999998
SNOTEL:1068_WA_SNTL,Sawmill Ridge,1414.27197265625,47.15991973876953,-121.42172241210938,Washington,2022-11-05,0.2,N_Cascade,0.2,0.0
SNOTEL:1085_WA_SNTL,Cayuse Pass,1597.1519775390625,46.86954116821289,-121.5343017578125,Washington,2022-11-05,4.5,N_Cascade,2.6,1.9
SNOTEL:1104_WA_SNTL,Pepper Creek,652.27197265625,46.10242080688477,-121.95555114746094,Washington,2022-11-05,0.2,N_Cascade,0.1,0.1
SNOTEL:1171_WA_SNTL,Trinity,893.0640258789062,48.07469940185547,-120.84929656982422,Washington,2022-11-05,1.3,N_Cascade,0.0,1.3
SNOTEL:1257_WA_SNTL,Skate Creek,1149.095947265625,46.64336013793945,-121.83043670654295,Washington,2022-11-05,0.7,N_Cascade,0.0,0.7
SNOTEL:1259_WA_SNTL,Muckamuck,1362.4560546875,48.58525848388672,-119.86624145507812,Washington,2022-11-05,0.5,N_Cascade,0.0,0.5
SNOTEL:1263_WA_SNTL,Pinto Rock,1353.31201171875,46.32318115234375,-121.94219207763672,Washington,2022-11-05,1.2,N_Cascade,1.8,-0.6000000000000001
SNOTEL:375_WA_SNTL,Bumping Ridge,1405.1280517578125,46.81003189086914,-121.33058166503906,Washington,2022-11-05,0.9,N_Cascade,0.4,0.5
SNOTEL:418_WA_SNTL,Corral Pass,1767.8399658203125,47.01871871948242,-121.46463775634766,Washington,2022-11-05,3.6,N_Cascade,1.8,1.8
SNOTEL:420_WA_SNTL,Cougar Mountain,975.3599853515624,47.27666091918945,-121.67137908935548,Washington,2022-11-05,0.1,N_Cascade,0.0,0.1
SNOTEL:478_WA_SNTL,Fish Lake,1045.4639892578125,47.53564834594727,-121.08553314208984,Washington,2022-11-05,1.2,N_Cascade,0.0,1.2
SNOTEL:507_WA_SNTL,Grouse Camp,1642.8719482421875,47.28107070922852,-120.48770904541016,Washington,2022-11-05,0.2,N_Cascade,0.2,0.0
SNOTEL:553_WA_SNTL,June Lake,1048.511962890625,46.14778137207031,-122.15412902832033,Washington,2022-11-05,1.5,N_Cascade,0.0,1.5
SNOTEL:591_WA_SNTL,Lone Pine,1197.864013671875,46.27143096923828,-121.96288299560548,Washington,2022-11-05,1.2,N_Cascade,0.3,0.8999999999999999
SNOTEL:606_WA_SNTL,Lyman Lake,1822.7039794921875,48.19797897338867,-120.91677856445312,Washington,2022-11-05,6.0,N_Cascade,2.1,3.9
SNOTEL:642_WA_SNTL,Morse Lake,1648.968017578125,46.90584945678711,-121.48269653320312,Washington,2022-11-05,3.4,N_Cascade,1.7,1.7
SNOTEL:672_WA_SNTL,Olallie Meadows,1228.343994140625,47.374061584472656,-121.44213104248048,Washington,2022-11-05,0.3,N_Cascade,1.0,-0.7
SNOTEL:681_WA_SNTL,Park Creek Ridge,1402.0799560546875,48.44488143920898,-120.91551208496094,Washington,2022-11-05,2.4,N_Cascade,0.5,1.9
SNOTEL:699_WA_SNTL,Pope Ridge,1094.2320556640625,47.99089813232422,-120.56622314453124,Washington,2022-11-05,1.5,N_Cascade,0.0,1.5
SNOTEL:702_WA_SNTL,Potato Hill,1374.64794921875,46.34962844848633,-121.51435089111328,Washington,2022-11-05,2.4,N_Cascade,2.4,0.0
SNOTEL:728_WA_SNTL,Salmon Meadows,1359.407958984375,48.65518188476562,-119.83830261230467,Washington,2022-11-05,0.7,N_Cascade,0.2,0.49999999999999994
SNOTEL:734_WA_SNTL,Sasse Ridge,1322.83203125,47.38484954833984,-121.063232421875,Washington,2022-11-05,0.5,N_Cascade,0.1,0.4
SNOTEL:748_WA_SNTL,Sheep Canyon,1216.1519775390625,46.1932487487793,-122.2539291381836,Washington,2022-11-05,1.4,N_Cascade,0.3,1.0999999999999999
SNOTEL:777_WA_SNTL,Spirit Lake,1072.89599609375,46.26113128662109,-122.1772003173828,Washington,2022-11-05,0.4,N_Cascade,0.0,0.4
SNOTEL:791_WA_SNTL,Stevens Pass,1203.9599609375,47.746070861816406,-121.09288024902344,Washington,2022-11-05,1.0,N_Cascade,0.0,1.0
SNOTEL:804_WA_SNTL,Surprise Lakes,1307.592041015625,46.094970703125,-121.7634506225586,Washington,2022-11-05,0.3,N_Cascade,0.2,0.09999999999999998
SNOTEL:817_WA_SNTL,Thunder Basin,1316.7359619140625,48.52753067016602,-120.989501953125,Washington,2022-11-05,1.4,N_Cascade,0.9,0.4999999999999999
SNOTEL:832_WA_SNTL,Trough,1670.303955078125,47.23328018188477,-120.29412078857422,Washington,2022-11-05,0.2,N_Cascade,0.2,0.0
SNOTEL:841_WA_SNTL,Upper Wheeler,1319.7840576171875,47.28733825683594,-120.37014770507812,Washington,2022-11-05,0.3,N_Cascade,0.2,0.09999999999999998
SNOTEL:863_WA_SNTL,White Pass E.S.,1353.31201171875,46.64141845703125,-121.38153076171876,Washington,2022-11-05,0.4,N_Cascade,0.4,0.0
SNOTEL:897_WA_SNTL,Meadows Pass,984.5040283203124,47.28311920166016,-121.4719696044922,Washington,2022-11-05,0.0,N_Cascade,0.1,-0.1
SNOTEL:899_WA_SNTL,Tinkham Creek,911.3519897460938,47.33198165893555,-121.4697494506836,Washington,2022-11-05,0.2,N_Cascade,0.1,0.1
SNOTEL:909_WA_SNTL,Wells Creek,1228.343994140625,48.8661003112793,-121.78975677490234,Washington,2022-11-05,2.7,N_Cascade,2.3,0.40000000000000036
SNOTEL:911_WA_SNTL,Rex River,1161.2879638671875,47.30218124389648,-121.60475158691406,Washington,2022-11-05,0.1,N_Cascade,0.2,-0.1
SNOTEL:912_WA_SNTL,Skookum Creek,1008.8880004882812,47.68432998657226,-121.61006927490234,Washington,2022-11-05,0.3,N_Cascade,0.2,0.09999999999999998
SNOTEL:941_WA_SNTL,Mowich,963.1680297851562,46.92832946777344,-121.95231628417967,Washington,2022-11-05,0.2,N_Cascade,0.0,0.2
SNOTEL:942_WA_SNTL,Burnt Mountain,1271.0159912109375,47.04439926147461,-121.94032287597656,Washington,2022-11-05,0.0,N_Cascade,0.0,0.0
SNOTEL:975_WA_SNTL,Swamp Creek,1197.864013671875,48.57141876220703,-120.7826690673828,Washington,2022-11-05,1.1,N_Cascade,0.6,0.5000000000000001
SNOTEL:990_WA_SNTL,Beaver Pass,1106.4239501953125,48.87929916381836,-121.25550079345705,Washington,2022-11-05,1.0,N_Cascade,0.4,0.6
SNOTEL:998_WA_SNTL,Easy Pass,1606.2960205078125,48.85932922363281,-121.43894958496094,Washington,2022-11-05,14.0,N_Cascade,5.7,8.3
SNOTEL:999_WA_SNTL,Marten Ridge,1072.89599609375,48.76292037963867,-121.69822692871094,Washington,2022-11-05,4.8,N_Cascade,2.6,2.1999999999999997
SNOTEL:1099_UT_SNTL,Jones Corral,2971.4951171875,38.071250915527344,-112.16787719726562,Utah,2022-11-05,2.4,S_Wasatch,1.6,0.7999999999999998
SNOTEL:1148_UT_SNTL,Panguitch Lake RS,2545.080078125,37.70463180541992,-112.6503677368164,Utah,2022-11-05,0.2,S_Wasatch,0.0,0.2
SNOTEL:1149_UT_SNTL,Fish Lake Utah,2681.63037109375,38.50455093383789,-111.76692962646484,Utah,2022-11-05,0.6,S_Wasatch,0.4,0.19999999999999996
SNOTEL:1154_UT_SNTL,Brian Head,3059.88720703125,37.67993927001953,-112.85674285888672,Utah,2022-11-05,3.7,S_Wasatch,2.4,1.3000000000000003
SNOTEL:1156_UT_SNTL,Box Springs,2812.6943359375,38.49745941162109,-112.0077896118164,Utah,2022-11-05,0.7,S_Wasatch,0.0,0.7
SNOTEL:1184_UT_SNTL,Gooseberry RS Up,2559.100830078125,38.78820037841797,-111.6889190673828,Utah,2022-11-05,2.0,S_Wasatch,1.5,0.5
SNOTEL:1197_UT_SNTL,Yankee Reservoir,2649.321533203125,37.74797058105469,-112.7749481201172,Utah,2022-11-05,0.7,S_Wasatch,0.6,0.09999999999999998
SNOTEL:1215_UT_SNTL,Lasal Mountain-Lower,2677.058349609375,38.48167037963867,-109.29164123535156,Utah,2022-11-05,1.7,S_Wasatch,1.5,0.19999999999999996
SNOTEL:1216_UT_SNTL,Huntington Horse,2941.9296875,39.61774063110352,-111.3057632446289,Utah,2022-11-05,2.3,S_Wasatch,1.6,0.6999999999999997
SNOTEL:1222_UT_SNTL,GBRC Meadows,3004.718505859375,39.30229187011719,-111.45382690429688,Utah,2022-11-05,3.0,S_Wasatch,2.6,0.3999999999999999
SNOTEL:1224_UT_SNTL,Mt Baldy,2902.915283203125,39.136478424072266,-111.5052719116211,Utah,2022-11-05,2.0,S_Wasatch,1.7,0.30000000000000004
SNOTEL:1226_UT_SNTL,Thistle Flat,2678.277587890625,39.23802947998047,-111.51998138427734,Utah,2022-11-05,2.0,S_Wasatch,1.6,0.3999999999999999
SNOTEL:1227_UT_SNTL,Upper Joes Valley,2620.060791015625,39.41550064086914,-111.24909973144533,Utah,2022-11-05,0.8,S_Wasatch,0.6,0.20000000000000007
SNOTEL:1228_UT_SNTL,Wrigley Creek,2842.86962890625,39.13233184814453,-111.35684967041016,Utah,2022-11-05,0.8,S_Wasatch,0.7,0.10000000000000009
SNOTEL:1236_UT_SNTL,Corral,2501.49365234375,39.65795135498047,-110.37905883789062,Utah,2022-11-05,0.7,S_Wasatch,0.2,0.49999999999999994
SNOTEL:1248_UT_SNTL,Suu Ranch,2453.639892578125,37.597110748291016,-112.9294891357422,Utah,2022-11-05,0.8,S_Wasatch,0.6,0.20000000000000007
SNOTEL:1249_UT_SNTL,Sunflower Flat,3053.486328125,38.04800033569336,-111.33981323242188,Utah,2022-11-05,1.7,S_Wasatch,0.9,0.7999999999999999
SNOTEL:1261_UT_SNTL,Lonesome Beaver,2868.16796875,38.06999969482422,-110.77240753173828,Utah,2022-11-05,1.6,S_Wasatch,0.8,0.8
SNOTEL:1269_UT_SNTL,Mt Pennell,2806.9033203125,37.97792816162109,-110.79329681396484,Utah,2022-11-05,1.1,S_Wasatch,0.1,1.0
SNOTEL:1278_UT_SNTL,Bobs Hollow,2840.43115234375,38.9456901550293,-112.15348815917967,Utah,2022-11-05,1.9,S_Wasatch,1.7,0.19999999999999996
SNOTEL:1280_UT_SNTL,Santaquin Meadows,2388.10791015625,39.92076110839844,-111.718017578125,Utah,2022-11-05,3.1,S_Wasatch,2.7,0.3999999999999999
SNOTEL:329_UT_SNTL,Beaver Dams,2435.35205078125,39.1368293762207,-111.5581283569336,Utah,2022-11-05,0.6,S_Wasatch,0.9,-0.30000000000000004
SNOTEL:339_UT_SNTL,Big Flat,3154.375244140625,38.30183029174805,-112.35671997070312,Utah,2022-11-05,2.8,S_Wasatch,2.1,0.6999999999999997
SNOTEL:348_UT_SNTL,Black Flat-U.M. Ck,2869.38720703125,38.67990112304688,-111.59764862060548,Utah,2022-11-05,1.4,S_Wasatch,1.1,0.2999999999999998
SNOTEL:364_UT_SNTL,Box Creek,3003.1943359375,38.50809097290039,-112.01856231689452,Utah,2022-11-05,0.6,S_Wasatch,0.2,0.39999999999999997
SNOTEL:390_UT_SNTL,Castle Valley,2928.213623046875,37.660980224609375,-112.74092864990234,Utah,2022-11-05,1.3,S_Wasatch,0.5,0.8
SNOTEL:399_UT_SNTL,Clear Creek #1,2735.580078125,39.8667106628418,-111.28363037109376,Utah,2022-11-05,1.4,S_Wasatch,0.8,0.5999999999999999
SNOTEL:444_UT_SNTL,Dills Camp,2812.6943359375,39.04553985595703,-111.46875,Utah,2022-11-05,1.2,S_Wasatch,1.0,0.19999999999999996
SNOTEL:452_UT_SNTL,Donkey Reservoir,2986.735107421875,38.20840072631836,-111.47412109375,Utah,2022-11-05,1.8,S_Wasatch,0.8,1.0
SNOTEL:475_UT_SNTL,Farnsworth Lake,2933.09033203125,38.7724609375,-111.67662048339844,Utah,2022-11-05,4.1,S_Wasatch,3.0,1.0999999999999996
SNOTEL:495_UT_SNTL,Gooseberry RS,2421.331298828125,38.80033874511719,-111.6833267211914,Utah,2022-11-05,1.4,S_Wasatch,1.0,0.3999999999999999
SNOTEL:514_UT_SNTL,Harris Flat,2375.001708984375,37.48997116088867,-112.57601928710938,Utah,2022-11-05,0.0,S_Wasatch,0.0,0.0
SNOTEL:543_UT_SNTL,Indian Canyon,2795.32080078125,39.89165878295898,-110.74604034423828,Utah,2022-11-05,0.4,S_Wasatch,0.0,0.4
SNOTEL:572_UT_SNTL,Lasal Mountain,2919.37451171875,38.48226165771485,-109.27198028564452,Utah,2022-11-05,2.5,S_Wasatch,2.3,0.20000000000000018
SNOTEL:593_UT_SNTL,Long Valley Jct,2275.33203125,37.4875602722168,-112.51457977294922,Utah,2022-11-05,0.3,S_Wasatch,0.0,0.3
SNOTEL:612_UT_SNTL,Mammoth-Cottonwood,2654.503173828125,39.68338012695313,-111.31817626953124,Utah,2022-11-05,1.4,S_Wasatch,0.9,0.4999999999999999
SNOTEL:621_UT_SNTL,Merchant Valley,2653.283935546875,38.30284881591797,-112.43637084960938,Utah,2022-11-05,2.3,S_Wasatch,1.5,0.7999999999999998
SNOTEL:626_UT_SNTL,Midway Valley,2995.26953125,37.56932830810547,-112.83849334716795,Utah,2022-11-05,3.1,S_Wasatch,1.8,1.3
SNOTEL:686_UT_SNTL,Payson R.S.,2451.811279296875,39.92975997924805,-111.63108825683594,Utah,2022-11-05,0.8,S_Wasatch,1.1,-0.30000000000000004
SNOTEL:691_UT_SNTL,Pickle Keg,2749.2958984375,39.01219177246094,-111.58258819580078,Utah,2022-11-05,1.8,S_Wasatch,1.5,0.30000000000000004
SNOTEL:694_UT_SNTL,Pine Creek,2662.123291015625,38.88185119628906,-112.24915313720705,Utah,2022-11-05,2.5,S_Wasatch,2.2,0.2999999999999998
SNOTEL:714_UT_SNTL,Red Pine Ridge,2739.54248046875,39.45196914672852,-111.27220916748048,Utah,2022-11-05,1.3,S_Wasatch,1.3,0.0
SNOTEL:742_UT_SNTL,Seeley Creek,3018.7392578125,39.31042098999024,-111.43296813964844,Utah,2022-11-05,1.2,S_Wasatch,1.0,0.19999999999999996
SNOTEL:864_UT_SNTL,White River #1,2633.77685546875,39.964500427246094,-110.98844909667967,Utah,2022-11-05,0.1,S_Wasatch,0.1,0.0
SNOTEL:865_UT_SNTL,Widtsoe #3,2938.27197265625,37.83633041381836,-111.88162994384766,Utah,2022-11-05,2.3,S_Wasatch,1.7,0.5999999999999999
SNOTEL:907_UT_SNTL,Agua Canyon,2712.719970703125,37.52217102050781,-112.27117919921876,Utah,2022-11-05,0.3,S_Wasatch,0.0,0.3
SNOTEL:1048_NM_SNTL,Mcknight Cabin,2816.35205078125,33.00812149047852,-107.8697509765625,New Mexico,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:1121_AZ_SNTL,Fort Valley,2240.280029296875,35.26805877685547,-111.74485778808594,Arizona,2022-11-05,0.3,SW_Mtns,0.3,0.0
SNOTEL:1127_AZ_SNTL,Nutrioso,2590.800048828125,33.89746856689453,-109.15516662597656,Arizona,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:1138_NM_SNTL,Navajo Whiskey Ck,2758.43994140625,36.17728042602539,-108.94690704345705,New Mexico,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:1139_AZ_SNTL,Chalender,2164.080078125,35.26247024536133,-112.06230926513672,Arizona,2022-11-05,0.5,SW_Mtns,0.2,0.3
SNOTEL:1140_AZ_SNTL,Baker Butte Smt,2346.9599609375,34.45547103881836,-111.38272094726562,Arizona,2022-11-05,0.385,SW_Mtns,0.0,0.385
SNOTEL:1143_AZ_SNTL,Beaver Spring,2804.159912109375,36.32677841186523,-109.05711364746094,Arizona,2022-11-05,1.0,SW_Mtns,0.0,1.0
SNOTEL:1271_AZ_SNTL,Hawley Lake,2529.840087890625,33.971420288085945,-109.7652816772461,Arizona,2022-11-05,1.1,SW_Mtns,0.0,1.1
SNOTEL:308_AZ_SNTL,Baker Butte,2225.0400390625,34.456600189208984,-111.40643310546876,Arizona,2022-11-05,0.5,SW_Mtns,0.0,0.5
SNOTEL:416_AZ_SNTL,Coronado Trail,2560.320068359375,33.80392074584961,-109.15281677246094,Arizona,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:486_NM_SNTL,Frisco Divide,2438.39990234375,33.736461639404304,-108.9450225830078,New Mexico,2022-11-05,0.1,SW_Mtns,0.0,0.1
SNOTEL:488_AZ_SNTL,Fry,2194.56005859375,35.07297134399414,-111.84374237060548,Arizona,2022-11-05,0.4,SW_Mtns,0.1,0.30000000000000004
SNOTEL:519_AZ_SNTL,Heber,2328.672119140625,34.31201934814453,-110.75431060791016,Arizona,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:617_AZ_SNTL,Maverick Fork,2804.159912109375,33.92121124267578,-109.45880889892578,Arizona,2022-11-05,1.4,SW_Mtns,0.7,0.7
SNOTEL:640_AZ_SNTL,Mormon Mountain,2286.0,34.941089630126946,-111.51849365234376,Arizona,2022-11-05,0.8,SW_Mtns,0.1,0.7000000000000001
SNOTEL:755_NM_SNTL,Signal Peak,2548.1279296875,32.92401123046875,-108.14537811279295,New Mexico,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:757_NM_SNTL,Silver Creek Divide,2743.199951171875,33.37105941772461,-108.7061767578125,New Mexico,2022-11-05,0.7,SW_Mtns,0.9,-0.20000000000000007
SNOTEL:861_AZ_SNTL,White Horse Lake,2188.464111328125,35.14202117919922,-112.1491470336914,Arizona,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:877_AZ_SNTL,Workman Creek,2103.1201171875,33.81241989135742,-110.91773223876952,Arizona,2022-11-05,0.4,SW_Mtns,0.4,0.0
SNOTEL:902_AZ_SNTL,Beaver Head,2435.35205078125,33.69144058227539,-109.21656799316406,Arizona,2022-11-05,0.0,SW_Mtns,0.0,0.0
SNOTEL:927_AZ_SNTL,Snowslide Canyon,2965.7041015625,35.34159851074219,-111.65058135986328,Arizona,2022-11-05,0.5,SW_Mtns,0.0,0.5
SNOTEL:1043_WA_SNTL,Sentinel Butte,1426.4639892578125,48.861328125,-118.39842987060548,Washington,2022-11-05,1.0,E_WA_N_Id_W_Mont,0.0,1.0
SNOTEL:1053_ID_SNTL,Myrtle Creek,1072.89599609375,48.72262954711914,-116.46311950683594,Idaho,2022-11-05,0.0,E_WA_N_Id_W_Mont,0.0,0.0
SNOTEL:1144_MT_SNTL,Blacktail Mtn,1722.1199951171875,47.98287963867188,-114.35430145263672,Montana,2022-11-05,1.6,E_WA_N_Id_W_Mont,0.4,1.2000000000000002
SNOTEL:1159_WA_SNTL,Gold Axe Camp,1633.72802734375,48.95159912109375,-118.98639678955078,Washington,2022-11-05,1.1,E_WA_N_Id_W_Mont,0.5,0.6000000000000001
SNOTEL:1256_WA_SNTL,Gold Mountain,1338.072021484375,48.18933868408203,-118.45590209960938,Washington,2022-11-05,0.7,E_WA_N_Id_W_Mont,0.4,0.29999999999999993
SNOTEL:311_MT_SNTL,Banfield Mountain,1706.8800048828125,48.57120132446289,-115.44573211669922,Montana,2022-11-05,2.7,E_WA_N_Id_W_Mont,0.6,2.1
SNOTEL:376_WA_SNTL,Bunchgrass Mdw,1524.0,48.6868782043457,-117.17633056640624,Washington,2022-11-05,2.1,E_WA_N_Id_W_Mont,0.9,1.2000000000000002
SNOTEL:411_ID_SNTL,Cool Creek,1914.14404296875,46.76361083984375,-115.29528045654295,Idaho,2022-11-05,5.4,E_WA_N_Id_W_Mont,2.6,2.8000000000000003
SNOTEL:466_ID_SNTL,Elk Butte,1734.31201171875,46.83998107910156,-116.12232971191406,Idaho,2022-11-05,1.2,E_WA_N_Id_W_Mont,1.5,-0.30000000000000004
SNOTEL:500_MT_SNTL,Grave Creek,1310.6400146484375,48.91453170776367,-114.76663208007812,Montana,2022-11-05,1.2,E_WA_N_Id_W_Mont,0.3,0.8999999999999999
SNOTEL:510_MT_SNTL,Hand Creek,1534.66796875,48.30754089355469,-114.84075164794922,Montana,2022-11-05,1.6,E_WA_N_Id_W_Mont,0.3,1.3
SNOTEL:530_MT_SNTL,Hoodoo Basin,1844.0400390625,46.97510147094727,-115.03489685058594,Montana,2022-11-05,3.8,E_WA_N_Id_W_Mont,1.4,2.4
SNOTEL:535_ID_SNTL,Humboldt Gulch,1295.4000244140625,47.53178024291992,-115.77642822265624,Idaho,2022-11-05,0.9,E_WA_N_Id_W_Mont,0.9,0.0
SNOTEL:588_ID_SNTL,Lolo Pass,1597.1519775390625,46.63447952270508,-114.58071899414062,Idaho,2022-11-05,2.1,E_WA_N_Id_W_Mont,0.8,1.3
SNOTEL:600_ID_SNTL,Lost Lake,1862.3280029296875,47.08089828491211,-115.9604034423828,Idaho,2022-11-05,6.7,E_WA_N_Id_W_Mont,2.4,4.300000000000001
SNOTEL:623_ID_SNTL,Mica Creek,1374.64794921875,47.15045166015625,-116.26643371582033,Idaho,2022-11-05,2.4,E_WA_N_Id_W_Mont,0.7,1.7
SNOTEL:644_WA_SNTL,Moses Mtn,1527.0479736328125,48.36162948608398,-119.0815887451172,Washington,2022-11-05,1.4,E_WA_N_Id_W_Mont,0.9,0.4999999999999999
SNOTEL:645_ID_SNTL,Mosquito Ridge,1603.248046875,48.05725860595703,-116.23055267333984,Idaho,2022-11-05,4.1,E_WA_N_Id_W_Mont,1.5,2.5999999999999996
SNOTEL:738_ID_SNTL,Schweitzer Basin,1856.2320556640625,48.3742790222168,-116.63916778564452,Idaho,2022-11-05,4.3,E_WA_N_Id_W_Mont,1.5,2.8
SNOTEL:752_ID_SNTL,Sherwin,975.3599853515624,46.95027923583984,-116.3397216796875,Idaho,2022-11-05,1.0,E_WA_N_Id_W_Mont,0.0,1.0
SNOTEL:787_MT_SNTL,Stahl Peak,1837.9439697265625,48.90901947021485,-114.86298370361328,Montana,2022-11-05,4.6,E_WA_N_Id_W_Mont,1.7,2.8999999999999995
SNOTEL:803_ID_SNTL,Sunset,1688.592041015625,47.55545043945313,-115.82421875,Idaho,2022-11-05,2.4,E_WA_N_Id_W_Mont,1.6,0.7999999999999998
SNOTEL:824_WA_SNTL,Touchet,1685.5439453125,46.11867904663086,-117.85050201416016,Washington,2022-11-05,4.2,E_WA_N_Id_W_Mont,3.0,1.2000000000000002
